Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2010,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,17
2010,Alameda,Diesel,Diesel,,,10939
2010,Alameda,Gasoline,Flex Fuel,,,10974
2010,Alameda,Gasoline,Gasoline,,,840577
2010,Alameda,Gasoline Hybrid,Gasoline Hybrid,,,22720
2010,Alameda,Other,Natural Gas,,,173
2010,Alameda,Other,Propane,,,19
2010,Alpine,Diesel,Diesel,,,73
2010,Alpine,Gasoline,Flex Fuel,,,16
2010,Alpine,Gasoline,Gasoline,,,943
2010,Alpine,Gasoline Hybrid,Gasoline Hybrid,,,9
2010,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Amador,Diesel,Diesel,,,2065
2010,Amador,Gasoline,Flex Fuel,,,489
2010,Amador,Gasoline,Gasoline,,,27584
2010,Amador,Gasoline Hybrid,Gasoline Hybrid,,,322
2010,Amador,Other,Natural Gas,,,4
2010,Amador,Other,Propane,,,16
2010,Butte,Diesel,Diesel,,,6887
2010,Butte,Gasoline,Flex Fuel,,,2441
2010,Butte,Gasoline,Gasoline,,,122257
2010,Butte,Gasoline Hybrid,Gasoline Hybrid,,,1570
2010,Butte,Other,Natural Gas,,,8
2010,Butte,Other,Propane,,,6
2010,Calaveras,Diesel,Diesel,,,2982
2010,Calaveras,Gasoline,Flex Fuel,,,693
2010,Calaveras,Gasoline,Gasoline,,,35499
2010,Calaveras,Gasoline Hybrid,Gasoline Hybrid,,,458
2010,Calaveras,Other,Natural Gas,,,1
2010,Calaveras,Other,Propane,,,3
2010,Colusa,Diesel,Diesel,,,1195
2010,Colusa,Gasoline,Flex Fuel,,,468
2010,Colusa,Gasoline,Gasoline,,,12875
2010,Colusa,Gasoline Hybrid,Gasoline Hybrid,,,68
2010,Colusa,Other,Propane,,,4
2010,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,10
2010,Contra Costa,Diesel,Diesel,,,10897
2010,Contra Costa,Gasoline,Flex Fuel,,,9703
2010,Contra Costa,Gasoline,Gasoline,,,630056
2010,Contra Costa,Gasoline Hybrid,Gasoline Hybrid,,,15506
2010,Contra Costa,Other,Natural Gas,,,117
2010,Contra Costa,Other,Propane,,,15
2010,Del Norte,Diesel,Diesel,,,1142
2010,Del Norte,Gasoline,Flex Fuel,,,340
2010,Del Norte,Gasoline,Gasoline,,,14452
2010,Del Norte,Gasoline Hybrid,Gasoline Hybrid,,,148
2010,Del Norte,Other,Natural Gas,,,1
2010,El Dorado,Diesel,Diesel,,,7074
2010,El Dorado,Gasoline,Flex Fuel,,,1993
2010,El Dorado,Gasoline,Gasoline,,,118846
2010,El Dorado,Gasoline Hybrid,Gasoline Hybrid,,,2056
2010,El Dorado,Other,Natural Gas,,,6
2010,El Dorado,Other,Propane,,,5
2010,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2010,Fresno,Diesel,Diesel,,,10833
2010,Fresno,Gasoline,Flex Fuel,,,10732
2010,Fresno,Gasoline,Gasoline,,,455655
2010,Fresno,Gasoline Hybrid,Gasoline Hybrid,,,3891
2010,Fresno,Other,Natural Gas,,,18
2010,Fresno,Other,Propane,,,16
2010,Glenn,Diesel,Diesel,,,1546
2010,Glenn,Gasoline,Flex Fuel,,,467
2010,Glenn,Gasoline,Gasoline,,,16625
2010,Glenn,Gasoline Hybrid,Gasoline Hybrid,,,81
2010,Glenn,Other,Propane,,,1
2010,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Humboldt,Diesel,Diesel,,,6840
2010,Humboldt,Gasoline,Flex Fuel,,,1402
2010,Humboldt,Gasoline,Gasoline,,,81537
2010,Humboldt,Gasoline Hybrid,Gasoline Hybrid,,,1164
2010,Humboldt,Other,Natural Gas,,,3
2010,Humboldt,Other,Propane,,,3
2010,Imperial,Diesel,Diesel,,,2715
2010,Imperial,Gasoline,Flex Fuel,,,2986
2010,Imperial,Gasoline,Gasoline,,,99688
2010,Imperial,Gasoline Hybrid,Gasoline Hybrid,,,404
2010,Imperial,Other,Natural Gas,,,13
2010,Imperial,Other,Propane,,,1
2010,Inyo,Diesel,Diesel,,,1079
2010,Inyo,Gasoline,Flex Fuel,,,254
2010,Inyo,Gasoline,Gasoline,,,13534
2010,Inyo,Gasoline Hybrid,Gasoline Hybrid,,,126
2010,Inyo,Other,Natural Gas,,,1
2010,Inyo,Other,Propane,,,2
2010,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Kern,Diesel,Diesel,,,16092
2010,Kern,Gasoline,Flex Fuel,,,11303
2010,Kern,Gasoline,Gasoline,,,403815
2010,Kern,Gasoline Hybrid,Gasoline Hybrid,,,3156
2010,Kern,Other,Natural Gas,,,26
2010,Kern,Other,Propane,,,13
2010,Kings,Diesel,Diesel,,,2340
2010,Kings,Gasoline,Flex Fuel,,,2042
2010,Kings,Gasoline,Gasoline,,,64157
2010,Kings,Gasoline Hybrid,Gasoline Hybrid,,,469
2010,Kings,Other,Natural Gas,,,3
2010,Kings,Other,Propane,,,6
2010,Lake,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Lake,Diesel,Diesel,,,2573
2010,Lake,Gasoline,Flex Fuel,,,835
2010,Lake,Gasoline,Gasoline,,,44205
2010,Lake,Gasoline Hybrid,Gasoline Hybrid,,,515
2010,Lake,Other,Natural Gas,,,1
2010,Lake,Other,Propane,,,1
2010,Lassen,Diesel,Diesel,,,2060
2010,Lassen,Gasoline,Flex Fuel,,,374
2010,Lassen,Gasoline,Gasoline,,,16574
2010,Lassen,Gasoline Hybrid,Gasoline Hybrid,,,93
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,79
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,123
2010,Los Angeles,Diesel,Diesel,,,49017
2010,Los Angeles,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,12
2010,Los Angeles,Gasoline,Flex Fuel,,,92770
2010,Los Angeles,Gasoline,Gasoline,,,5286329
2010,Los Angeles,Gasoline Hybrid,Gasoline Hybrid,,,103203
2010,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,153
2010,Los Angeles,Other,Natural Gas,,,1664
2010,Los Angeles,Other,Propane,,,99
2010,Madera,Diesel,Diesel,,,3317
2010,Madera,Gasoline,Flex Fuel,,,1843
2010,Madera,Gasoline,Gasoline,,,72963
2010,Madera,Gasoline Hybrid,Gasoline Hybrid,,,546
2010,Madera,Other,Natural Gas,,,2
2010,Madera,Other,Propane,,,8
2010,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,15
2010,Marin,Diesel,Diesel,,,3102
2010,Marin,Gasoline,Flex Fuel,,,1661
2010,Marin,Gasoline,Gasoline,,,161046
2010,Marin,Gasoline Hybrid,Gasoline Hybrid,,,8447
2010,Marin,Other,Natural Gas,,,50
2010,Marin,Other,Propane,,,3
2010,Mariposa,Diesel,Diesel,,,1058
2010,Mariposa,Gasoline,Flex Fuel,,,247
2010,Mariposa,Gasoline,Gasoline,,,14142
2010,Mariposa,Gasoline Hybrid,Gasoline Hybrid,,,151
2010,Mariposa,Other,Natural Gas,,,1
2010,Mariposa,Other,Propane,,,2
2010,Mendocino,Diesel,Diesel,,,4760
2010,Mendocino,Gasoline,Flex Fuel,,,962
2010,Mendocino,Gasoline,Gasoline,,,59583
2010,Mendocino,Gasoline Hybrid,Gasoline Hybrid,,,1108
2010,Mendocino,Other,Natural Gas,,,4
2010,Mendocino,Other,Propane,,,3
2010,Merced,Diesel,Diesel,,,4459
2010,Merced,Gasoline,Flex Fuel,,,2992
2010,Merced,Gasoline,Gasoline,,,124676
2010,Merced,Gasoline Hybrid,Gasoline Hybrid,,,826
2010,Merced,Other,Natural Gas,,,2
2010,Merced,Other,Propane,,,7
2010,Modoc,Diesel,Diesel,,,856
2010,Modoc,Gasoline,Flex Fuel,,,128
2010,Modoc,Gasoline,Gasoline,,,5556
2010,Modoc,Gasoline Hybrid,Gasoline Hybrid,,,25
2010,Modoc,Other,Propane,,,1
2010,Mono,Diesel,Diesel,,,585
2010,Mono,Gasoline,Flex Fuel,,,160
2010,Mono,Gasoline,Gasoline,,,8665
2010,Mono,Gasoline Hybrid,Gasoline Hybrid,,,90
2010,Monterey,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Monterey,Diesel,Diesel,,,5868
2010,Monterey,Gasoline,Flex Fuel,,,4696
2010,Monterey,Gasoline,Gasoline,,,227776
2010,Monterey,Gasoline Hybrid,Gasoline Hybrid,,,3478
2010,Monterey,Other,Natural Gas,,,15
2010,Monterey,Other,Propane,,,13
2010,Napa,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Napa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Napa,Diesel,Diesel,,,3075
2010,Napa,Gasoline,Flex Fuel,,,1504
2010,Napa,Gasoline,Gasoline,,,83801
2010,Napa,Gasoline Hybrid,Gasoline Hybrid,,,2092
2010,Napa,Other,Natural Gas,,,7
2010,Napa,Other,Propane,,,2
2010,Nevada,Diesel,Diesel,,,4560
2010,Nevada,Gasoline,Flex Fuel,,,931
2010,Nevada,Gasoline,Gasoline,,,67350
2010,Nevada,Gasoline Hybrid,Gasoline Hybrid,,,1182
2010,Nevada,Other,Natural Gas,,,3
2010,Nevada,Other,Propane,,,6
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,8
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,29
2010,Orange,Diesel,Diesel,,,22603
2010,Orange,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,2
2010,Orange,Gasoline,Flex Fuel,,,31371
2010,Orange,Gasoline,Gasoline,,,1780051
2010,Orange,Gasoline Hybrid,Gasoline Hybrid,,,31421
2010,Orange,Other,Natural Gas,,,804
2010,Orange,Other,Propane,,,35
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,6
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Out Of State,Diesel,Diesel,,,4060
2010,Out Of State,Gasoline,Flex Fuel,,,47809
2010,Out Of State,Gasoline,Gasoline,,,341895
2010,Out Of State,Gasoline Hybrid,Gasoline Hybrid,,,6387
2010,Out Of State,Other,Natural Gas,,,16
2010,Out Of State,Other,Propane,,,6
2010,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Placer,Diesel,Diesel,,,9278
2010,Placer,Gasoline,Flex Fuel,,,4558
2010,Placer,Gasoline,Gasoline,,,223181
2010,Placer,Gasoline Hybrid,Gasoline Hybrid,,,4036
2010,Placer,Other,Natural Gas,,,11
2010,Placer,Other,Propane,,,14
2010,Plumas,Diesel,Diesel,,,1414
2010,Plumas,Gasoline,Flex Fuel,,,251
2010,Plumas,Gasoline,Gasoline,,,15658
2010,Plumas,Gasoline Hybrid,Gasoline Hybrid,,,77
2010,Riverside,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2010,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Riverside,Diesel,Diesel,,,28541
2010,Riverside,Gasoline,Flex Fuel,,,24961
2010,Riverside,Gasoline,Gasoline,,,1137102
2010,Riverside,Gasoline Hybrid,Gasoline Hybrid,,,12516
2010,Riverside,Other,Natural Gas,,,248
2010,Riverside,Other,Propane,,,27
2010,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,4
2010,Sacramento,Diesel,Diesel,,,16290
2010,Sacramento,Gasoline,Flex Fuel,,,12974
2010,Sacramento,Gasoline,Gasoline,,,767773
2010,Sacramento,Gasoline Hybrid,Gasoline Hybrid,,,10759
2010,Sacramento,Other,Natural Gas,,,70
2010,Sacramento,Other,Propane,,,48
2010,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Benito,Diesel,Diesel,,,1646
2010,San Benito,Gasoline,Flex Fuel,,,820
2010,San Benito,Gasoline,Gasoline,,,32388
2010,San Benito,Gasoline Hybrid,Gasoline Hybrid,,,427
2010,San Benito,Other,Natural Gas,,,1
2010,San Benito,Other,Propane,,,2
2010,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Bernardino,Diesel,Diesel,,,24737
2010,San Bernardino,Gasoline,Flex Fuel,,,23688
2010,San Bernardino,Gasoline,Gasoline,,,1066079
2010,San Bernardino,Gasoline Hybrid,Gasoline Hybrid,,,9228
2010,San Bernardino,Other,Natural Gas,,,174
2010,San Bernardino,Other,Propane,,,36
2010,San Diego,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,2
2010,San Diego,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,27
2010,San Diego,Diesel,Diesel,,,33574
2010,San Diego,Gasoline,Flex Fuel,,,33567
2010,San Diego,Gasoline,Gasoline,,,1821093
2010,San Diego,Gasoline Hybrid,Gasoline Hybrid,,,31445
2010,San Diego,Other,Natural Gas,,,360
2010,San Diego,Other,Propane,,,212
2010,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,24
2010,San Francisco,Diesel,Diesel,,,3080
2010,San Francisco,Gasoline,Flex Fuel,,,2777
2010,San Francisco,Gasoline,Gasoline,,,335145
2010,San Francisco,Gasoline Hybrid,Gasoline Hybrid,,,14081
2010,San Francisco,Other,Natural Gas,,,225
2010,San Francisco,Other,Propane,,,101
2010,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Joaquin,Diesel,Diesel,,,9549
2010,San Joaquin,Gasoline,Flex Fuel,,,8191
2010,San Joaquin,Gasoline,Gasoline,,,356719
2010,San Joaquin,Gasoline Hybrid,Gasoline Hybrid,,,3246
2010,San Joaquin,Other,Natural Gas,,,28
2010,San Joaquin,Other,Propane,,,11
2010,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Luis Obispo,Diesel,Diesel,,,7954
2010,San Luis Obispo,Gasoline,Flex Fuel,,,3219
2010,San Luis Obispo,Gasoline,Gasoline,,,163956
2010,San Luis Obispo,Gasoline Hybrid,Gasoline Hybrid,,,3391
2010,San Luis Obispo,Other,Natural Gas,,,12
2010,San Luis Obispo,Other,Propane,,,13
2010,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2010,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,46
2010,San Mateo,Diesel,Diesel,,,5610
2010,San Mateo,Gasoline,Flex Fuel,,,9328
2010,San Mateo,Gasoline,Gasoline,,,470341
2010,San Mateo,Gasoline Hybrid,Gasoline Hybrid,,,15139
2010,San Mateo,Other,Natural Gas,,,84
2010,San Mateo,Other,Propane,,,6
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,2
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,6
2010,Santa Barbara,Diesel,Diesel,,,5644
2010,Santa Barbara,Gasoline,Flex Fuel,,,4557
2010,Santa Barbara,Gasoline,Gasoline,,,236789
2010,Santa Barbara,Gasoline Hybrid,Gasoline Hybrid,,,4640
2010,Santa Barbara,Other,Natural Gas,,,13
2010,Santa Barbara,Other,Propane,,,8
2010,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,6
2010,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,87
2010,Santa Clara,Diesel,Diesel,,,12314
2010,Santa Clara,Gasoline,Flex Fuel,,,12847
2010,Santa Clara,Gasoline,Gasoline,,,1076622
2010,Santa Clara,Gasoline Hybrid,Gasoline Hybrid,,,30212
2010,Santa Clara,Other,Natural Gas,,,285
2010,Santa Clara,Other,Propane,,,14
2010,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2010,Santa Cruz,Diesel,Diesel,,,4495
2010,Santa Cruz,Gasoline,Flex Fuel,,,2015
2010,Santa Cruz,Gasoline,Gasoline,,,156329
2010,Santa Cruz,Gasoline Hybrid,Gasoline Hybrid,,,4433
2010,Santa Cruz,Other,Natural Gas,,,18
2010,Santa Cruz,Other,Propane,,,4
2010,Shasta,Diesel,Diesel,,,8774
2010,Shasta,Gasoline,Flex Fuel,,,2285
2010,Shasta,Gasoline,Gasoline,,,108039
2010,Shasta,Gasoline Hybrid,Gasoline Hybrid,,,1031
2010,Shasta,Other,Natural Gas,,,3
2010,Shasta,Other,Propane,,,5
2010,Sierra,Diesel,Diesel,,,257
2010,Sierra,Gasoline,Flex Fuel,,,38
2010,Sierra,Gasoline,Gasoline,,,2467
2010,Sierra,Gasoline Hybrid,Gasoline Hybrid,,,17
2010,Siskiyou,Diesel,Diesel,,,3501
2010,Siskiyou,Gasoline,Flex Fuel,,,580
2010,Siskiyou,Gasoline,Gasoline,,,31159
2010,Siskiyou,Gasoline Hybrid,Gasoline Hybrid,,,216
2010,Siskiyou,Other,Natural Gas,,,5
2010,Siskiyou,Other,Propane,,,1
2010,Solano,Diesel,Diesel,,,6079
2010,Solano,Gasoline,Flex Fuel,,,4049
2010,Solano,Gasoline,Gasoline,,,242438
2010,Solano,Gasoline Hybrid,Gasoline Hybrid,,,3793
2010,Solano,Other,Natural Gas,,,139
2010,Solano,Other,Propane,,,5
2010,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2010,Sonoma,Diesel,Diesel,,,11399
2010,Sonoma,Gasoline,Flex Fuel,,,4721
2010,Sonoma,Gasoline,Gasoline,,,297682
2010,Sonoma,Gasoline Hybrid,Gasoline Hybrid,,,7978
2010,Sonoma,Other,Natural Gas,,,30
2010,Sonoma,Other,Propane,,,15
2010,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Stanislaus,Diesel,Diesel,,,9339
2010,Stanislaus,Gasoline,Flex Fuel,,,6627
2010,Stanislaus,Gasoline,Gasoline,,,270794
2010,Stanislaus,Gasoline Hybrid,Gasoline Hybrid,,,2116
2010,Stanislaus,Other,Natural Gas,,,5
2010,Stanislaus,Other,Propane,,,14
2010,Sutter,Diesel,Diesel,,,2907
2010,Sutter,Gasoline,Flex Fuel,,,1324
2010,Sutter,Gasoline,Gasoline,,,51880
2010,Sutter,Gasoline Hybrid,Gasoline Hybrid,,,424
2010,Sutter,Other,Natural Gas,,,8
2010,Sutter,Other,Propane,,,2
2010,Tehama,Diesel,Diesel,,,3234
2010,Tehama,Gasoline,Flex Fuel,,,828
2010,Tehama,Gasoline,Gasoline,,,33715
2010,Tehama,Gasoline Hybrid,Gasoline Hybrid,,,231
2010,Tehama,Other,Natural Gas,,,2
2010,Tehama,Other,Propane,,,1
2010,Trinity,Diesel,Diesel,,,945
2010,Trinity,Gasoline,Flex Fuel,,,155
2010,Trinity,Gasoline,Gasoline,,,9584
2010,Trinity,Gasoline Hybrid,Gasoline Hybrid,,,43
2010,Trinity,Other,Propane,,,1
2010,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Tulare,Diesel,Diesel,,,7807
2010,Tulare,Gasoline,Flex Fuel,,,5604
2010,Tulare,Gasoline,Gasoline,,,212902
2010,Tulare,Gasoline Hybrid,Gasoline Hybrid,,,1486
2010,Tulare,Other,Natural Gas,,,20
2010,Tulare,Other,Propane,,,7
2010,Tuolumne,Diesel,Diesel,,,2593
2010,Tuolumne,Gasoline,Flex Fuel,,,715
2010,Tuolumne,Gasoline,Gasoline,,,38802
2010,Tuolumne,Gasoline Hybrid,Gasoline Hybrid,,,379
2010,Tuolumne,Other,Natural Gas,,,3
2010,Tuolumne,Other,Propane,,,3
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,10
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,21
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,11
2010,Ventura,Diesel,Diesel,,,10922
2010,Ventura,Gasoline,Flex Fuel,,,10033
2010,Ventura,Gasoline,Gasoline,,,502245
2010,Ventura,Gasoline Hybrid,Gasoline Hybrid,,,9023
2010,Ventura,Other,Natural Gas,,,60
2010,Ventura,Other,Propane,,,13
2010,Yolo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Yolo,Diesel,Diesel,,,3807
2010,Yolo,Gasoline,Flex Fuel,,,2029
2010,Yolo,Gasoline,Gasoline,,,101116
2010,Yolo,Gasoline Hybrid,Gasoline Hybrid,,,2466
2010,Yolo,Other,Natural Gas,,,26
2010,Yolo,Other,Propane,,,8
2010,Yuba,Diesel,Diesel,,,2124
2010,Yuba,Gasoline,Flex Fuel,,,762
2010,Yuba,Gasoline,Gasoline,,,37569
2010,Yuba,Gasoline Hybrid,Gasoline Hybrid,,,338
2010,Yuba,Other,Natural Gas,,,4
2010,Yuba,Other,Propane,,,1
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,273
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,23
2011,Alameda,Diesel,Diesel,,,11433
2011,Alameda,Gasoline,Flex Fuel,,,12765
2011,Alameda,Gasoline,Gasoline,,,830679
2011,Alameda,Gasoline Hybrid,Gasoline Hybrid,,,24984
2011,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,63
2011,Alameda,Other,Natural Gas,,,244
2011,Alameda,Other,Propane,,,19
2011,Alpine,Diesel,Diesel,,,70
2011,Alpine,Gasoline,Flex Fuel,,,14
2011,Alpine,Gasoline,Gasoline,,,878
2011,Alpine,Gasoline Hybrid,Gasoline Hybrid,,,9
2011,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Amador,Diesel,Diesel,,,2104
2011,Amador,Gasoline,Flex Fuel,,,583
2011,Amador,Gasoline,Gasoline,,,27439
2011,Amador,Gasoline Hybrid,Gasoline Hybrid,,,346
2011,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Amador,Other,Natural Gas,,,4
2011,Amador,Other,Propane,,,9
2011,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Butte,Diesel,Diesel,,,7021
2011,Butte,Gasoline,Flex Fuel,,,2876
2011,Butte,Gasoline,Gasoline,,,120815
2011,Butte,Gasoline Hybrid,Gasoline Hybrid,,,1734
2011,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Butte,Other,Natural Gas,,,7
2011,Butte,Other,Propane,,,5
2011,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Calaveras,Diesel,Diesel,,,2992
2011,Calaveras,Gasoline,Flex Fuel,,,792
2011,Calaveras,Gasoline,Gasoline,,,35095
2011,Calaveras,Gasoline Hybrid,Gasoline Hybrid,,,485
2011,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Calaveras,Other,Natural Gas,,,1
2011,Calaveras,Other,Propane,,,3
2011,Colusa,Diesel,Diesel,,,1227
2011,Colusa,Gasoline,Flex Fuel,,,578
2011,Colusa,Gasoline,Gasoline,,,12611
2011,Colusa,Gasoline Hybrid,Gasoline Hybrid,,,81
2011,Colusa,Other,Propane,,,9
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,114
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,15
2011,Contra Costa,Diesel,Diesel,,,11249
2011,Contra Costa,Gasoline,Flex Fuel,,,11350
2011,Contra Costa,Gasoline,Gasoline,,,626454
2011,Contra Costa,Gasoline Hybrid,Gasoline Hybrid,,,17370
2011,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,28
2011,Contra Costa,Other,Natural Gas,,,164
2011,Contra Costa,Other,Propane,,,17
2011,Del Norte,Diesel,Diesel,,,1137
2011,Del Norte,Gasoline,Flex Fuel,,,406
2011,Del Norte,Gasoline,Gasoline,,,14160
2011,Del Norte,Gasoline Hybrid,Gasoline Hybrid,,,155
2011,Del Norte,Other,Natural Gas,,,1
2011,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,12
2011,El Dorado,Diesel,Diesel,,,7151
2011,El Dorado,Gasoline,Flex Fuel,,,2277
2011,El Dorado,Gasoline,Gasoline,,,117233
2011,El Dorado,Gasoline Hybrid,Gasoline Hybrid,,,2316
2011,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2011,El Dorado,Other,Natural Gas,,,6
2011,El Dorado,Other,Propane,,,5
2011,Fresno,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,9
2011,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,Fresno,Diesel,Diesel,,,10939
2011,Fresno,Gasoline,Flex Fuel,,,13102
2011,Fresno,Gasoline,Gasoline,,,452828
2011,Fresno,Gasoline Hybrid,Gasoline Hybrid,,,4387
2011,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,21
2011,Fresno,Other,Natural Gas,,,20
2011,Fresno,Other,Propane,,,14
2011,Glenn,Diesel,Diesel,,,1565
2011,Glenn,Gasoline,Flex Fuel,,,544
2011,Glenn,Gasoline,Gasoline,,,16482
2011,Glenn,Gasoline Hybrid,Gasoline Hybrid,,,90
2011,Glenn,Other,Natural Gas,,,1
2011,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,7
2011,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Humboldt,Diesel,Diesel,,,7005
2011,Humboldt,Gasoline,Flex Fuel,,,1625
2011,Humboldt,Gasoline,Gasoline,,,79921
2011,Humboldt,Gasoline Hybrid,Gasoline Hybrid,,,1287
2011,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Humboldt,Other,Natural Gas,,,2
2011,Humboldt,Other,Propane,,,3
2011,Imperial,Diesel,Diesel,,,2729
